Departure_Station	Destination_Station	One_Way_Ticket	EasyCard	EasyCard_Senior_Disabled
忠義	南港展覽館	55	44	22
忠義	小碧潭	55	44	22
忠義	新店	55	44	22
忠義	新店市公所	55	44	22
忠義	七張	50	40	20
忠義	大坪林	50	40	20
忠義	景美	50	40	20
忠義	萬隆	45	36	18
忠義	公館	45	36	18
忠義	台電大樓	45	36	18
忠義	古亭	40	32	16
忠義	中正紀念堂	40	32	16
忠義	小南門	40	32	16
忠義	頂溪	45	36	18
忠義	永安市場	45	36	18
忠義	景安	50	40	20
忠義	南勢角	50	40	20
忠義	臺大醫院	40	32	16
忠義	台北車站	35	28	14
忠義	台北車站	35	28	14
忠義	中山	35	28	14
忠義	雙連	35	28	14
忠義	民權西路	35	28	14
忠義	圓山	35	28	14
忠義	劍潭	30	24	12
忠義	士林	30	24	12
忠義	芝山	25	20	10
忠義	明德	25	20	10
忠義	石牌	25	20	10
忠義	唭哩岸	20	16	8
忠義	奇岩	20	16	8
忠義	北投	20	16	8
忠義	新北投	20	16	8
忠義	復興崗	20	16	8
忠義	忠義	20	16	8
忠義	關渡	20	16	8
忠義	竹圍	20	16	8
忠義	紅樹林	20	16	8
忠義	淡水	25	20	10
忠義	頂埔	60	48	24
忠義	永寧	60	48	24
忠義	土城	55	44	22
忠義	海山	55	44	22
忠義	亞東醫院	55	44	22
忠義	府中	50	40	20
忠義	板橋	50	40	20
忠義	新埔	50	40	20
忠義	江子翠	45	36	18
忠義	龍山寺	40	32	16
忠義	西門	40	32	16
忠義	善導寺	40	32	16
忠義	忠孝新生	40	32	16
忠義	忠孝復興	40	32	16
忠義	忠孝敦化	45	36	18
忠義	國父紀念館	45	36	18
忠義	市政府	45	36	18
忠義	永春	45	36	18
忠義	後山埤	50	40	20
忠義	昆陽	50	40	20
忠義	南港	55	44	22
忠義	南港展覽館	55	44	22
忠義	象山	50	40	20
忠義	世貿中心	45	36	18
忠義	信義安和	45	36	18
忠義	大安	45	36	18
忠義	大安森林公園	45	36	18
忠義	北門	40	32	16
忠義	中山	35	28	14
忠義	松江南京	40	32	16
忠義	南京復興	40	32	16
忠義	台北小巨蛋	40	32	16
忠義	南京三民	45	36	18
忠義	松山	45	36	18
忠義	輔大	50	40	20
忠義	新莊	45	36	18
忠義	頭前庄	45	36	18
忠義	先嗇宮	45	36	18
忠義	三重	40	32	16
忠義	菜寮	40	32	16
忠義	台北橋	40	32	16
忠義	大橋頭	35	28	14
忠義	民權西路	35	28	14
忠義	中山國小	35	28	14
忠義	行天宮	35	28	14
忠義	松江南京	40	32	16
忠義	忠孝新生	40	32	16
忠義	東門	40	32	16
忠義	蘆洲	45	36	18
忠義	三民高中	45	36	18
忠義	徐匯中學	40	32	16
忠義	三和國中	40	32	16
忠義	三重國小	40	32	16
忠義	迴龍	55	44	22
忠義	丹鳳	55	44	22
關渡	松山機場	45	36	18
關渡	中山國中	45	36	18
關渡	南京東路	40	32	16
關渡	忠孝復興	45	36	18
關渡	大安	45	36	18
關渡	科技大樓	45	36	18
關渡	六張犁	50	40	20
關渡	麟光	50	40	20
關渡	辛亥	50	40	20
關渡	萬芳醫院	55	44	22
關渡	萬芳社區	55	44	22
關渡	木柵	55	44	22
關渡	動物園	55	44	22
關渡	大直	50	40	20
關渡	劍南路	50	40	20
關渡	西湖	55	44	22
關渡	港墘	55	44	22
關渡	文德	55	44	22
關渡	內湖	55	44	22
關渡	大湖公園	60	48	24
關渡	葫洲	60	48	24
關渡	東湖	60	48	24
關渡	南港軟體園區	55	44	22
關渡	南港展覽館	55	44	22
關渡	小碧潭	55	44	22
關渡	新店	55	44	22
關渡	新店市公所	55	44	22
關渡	七張	55	44	22
關渡	大坪林	50	40	20
關渡	景美	50	40	20
關渡	萬隆	50	40	20
關渡	公館	45	36	18
關渡	台電大樓	45	36	18
關渡	古亭	45	36	18
關渡	中正紀念堂	40	32	16
關渡	小南門	40	32	16
關渡	頂溪	45	36	18
關渡	永安市場	50	40	20
關渡	景安	50	40	20
關渡	南勢角	50	40	20
關渡	臺大醫院	40	32	16
關渡	台北車站	40	32	16
關渡	台北車站	40	32	16
關渡	中山	40	32	16
關渡	雙連	35	28	14
關渡	民權西路	35	28	14
關渡	圓山	35	28	14
關渡	劍潭	30	24	12
關渡	士林	30	24	12
關渡	芝山	30	24	12
關渡	明德	25	20	10
關渡	石牌	25	20	10
關渡	唭哩岸	25	20	10
關渡	奇岩	20	16	8
關渡	北投	20	16	8
關渡	新北投	20	16	8
關渡	復興崗	20	16	8
關渡	忠義	20	16	8
關渡	關渡	20	16	8
關渡	竹圍	20	16	8
關渡	紅樹林	20	16	8
關渡	淡水	25	20	10
關渡	頂埔	60	48	24
關渡	永寧	60	48	24
關渡	土城	60	48	24
關渡	海山	55	44	22
關渡	亞東醫院	55	44	22
關渡	府中	55	44	22
關渡	板橋	50	40	20
關渡	新埔	50	40	20
關渡	江子翠	50	40	20
關渡	龍山寺	45	36	18
關渡	西門	40	32	16
關渡	善導寺	40	32	16
關渡	忠孝新生	40	32	16
關渡	忠孝復興	45	36	18
關渡	忠孝敦化	45	36	18
關渡	國父紀念館	45	36	18
關渡	市政府	45	36	18
關渡	永春	50	40	20
關渡	後山埤	50	40	20
關渡	昆陽	50	40	20
關渡	南港	55	44	22
關渡	南港展覽館	55	44	22
關渡	象山	50	40	20
關渡	世貿中心	50	40	20
關渡	信義安和	45	36	18
關渡	大安	45	36	18
關渡	大安森林公園	45	36	18
關渡	北門	40	32	16
關渡	中山	40	32	16
關渡	松江南京	40	32	16
關渡	南京復興	40	32	16
關渡	台北小巨蛋	45	36	18
關渡	南京三民	45	36	18
關渡	松山	45	36	18
關渡	輔大	50	40	20
關渡	新莊	50	40	20
關渡	頭前庄	45	36	18
關渡	先嗇宮	45	36	18
關渡	三重	40	32	16
關渡	菜寮	40	32	16
關渡	台北橋	40	32	16
關渡	大橋頭	35	28	14
關渡	民權西路	35	28	14
關渡	中山國小	35	28	14
關渡	行天宮	40	32	16
關渡	松江南京	40	32	16
關渡	忠孝新生	40	32	16
關渡	東門	45	36	18
關渡	蘆洲	45	36	18
關渡	三民高中	45	36	18
關渡	徐匯中學	45	36	18
關渡	三和國中	40	32	16
關渡	三重國小	40	32	16
關渡	迴龍	55	44	22
關渡	丹鳳	55	44	22
竹圍	松山機場	50	40	20
竹圍	中山國中	45	36	18
竹圍	南京東路	45	36	18
竹圍	忠孝復興	45	36	18
竹圍	大安	50	40	20
竹圍	科技大樓	50	40	20
竹圍	六張犁	50	40	20
竹圍	麟光	55	44	22
竹圍	辛亥	55	44	22
竹圍	萬芳醫院	55	44	22
竹圍	萬芳社區	55	44	22
竹圍	木柵	60	48	24
竹圍	動物園	60	48	24
竹圍	大直	55	44	22
竹圍	劍南路	55	44	22
竹圍	西湖	55	44	22
竹圍	港墘	55	44	22
竹圍	文德	60	48	24
竹圍	內湖	60	48	24
竹圍	大湖公園	60	48	24
竹圍	葫洲	60	48	24
竹圍	東湖	60	48	24
竹圍	南港軟體園區	60	48	24
竹圍	南港展覽館	60	48	24
竹圍	小碧潭	60	48	24
竹圍	新店	60	48	24
竹圍	新店市公所	55	44	22
竹圍	七張	55	44	22
竹圍	大坪林	55	44	22
竹圍	景美	55	44	22
竹圍	萬隆	50	40	20
竹圍	公館	50	40	20
竹圍	台電大樓	50	40	20
竹圍	古亭	45	36	18
竹圍	中正紀念堂	45	36	18
竹圍	小南門	45	36	18
竹圍	頂溪	50	40	20
竹圍	永安市場	50	40	20
竹圍	景安	55	44	22
竹圍	南勢角	55	44	22
竹圍	臺大醫院	45	36	18
竹圍	台北車站	40	32	16
竹圍	台北車站	40	32	16
竹圍	中山	40	32	16
竹圍	雙連	40	32	16
竹圍	民權西路	40	32	16
竹圍	圓山	40	32	16
竹圍	劍潭	35	28	14
竹圍	士林	35	28	14
竹圍	芝山	30	24	12
竹圍	明德	30	24	12
竹圍	石牌	30	24	12
竹圍	唭哩岸	25	20	10
竹圍	奇岩	25	20	10
竹圍	北投	25	20	10
竹圍	新北投	25	20	10
竹圍	復興崗	20	16	8
竹圍	忠義	20	16	8
竹圍	關渡	20	16	8
竹圍	竹圍	20	16	8
竹圍	紅樹林	20	16	8
竹圍	淡水	20	16	8
竹圍	頂埔	65	48	24
竹圍	永寧	60	48	24
竹圍	土城	60	48	24
竹圍	海山	60	48	24
竹圍	亞東醫院	55	44	22
竹圍	府中	55	44	22
竹圍	板橋	55	44	22
竹圍	新埔	55	44	22
竹圍	江子翠	50	40	20
竹圍	龍山寺	45	36	18
竹圍	西門	45	36	18
竹圍	善導寺	45	36	18
竹圍	忠孝新生	45	36	18
竹圍	忠孝復興	45	36	18
竹圍	忠孝敦化	50	40	20
竹圍	國父紀念館	50	40	20
竹圍	市政府	50	40	20
竹圍	永春	50	40	20
竹圍	後山埤	55	44	22
竹圍	昆陽	55	44	22
竹圍	南港	55	44	22
竹圍	南港展覽館	60	48	24
竹圍	象山	55	44	22
竹圍	世貿中心	50	40	20
竹圍	信義安和	50	40	20
竹圍	大安	50	40	20
竹圍	大安森林公園	50	40	20
竹圍	北門	45	36	18
竹圍	中山	40	32	16
竹圍	松江南京	45	36	18
竹圍	南京復興	45	36	18
竹圍	台北小巨蛋	45	36	18
竹圍	南京三民	50	40	20
竹圍	松山	50	40	20
竹圍	輔大	55	44	22
竹圍	新莊	55	44	22
竹圍	頭前庄	50	40	20
竹圍	先嗇宮	50	40	20
竹圍	三重	45	36	18
竹圍	菜寮	45	36	18
竹圍	台北橋	45	36	18
竹圍	大橋頭	40	32	16
竹圍	民權西路	40	32	16
竹圍	中山國小	40	32	16
竹圍	行天宮	40	32	16
竹圍	松江南京	45	36	18
竹圍	忠孝新生	45	36	18
竹圍	東門	45	36	18
竹圍	蘆洲	50	40	20
竹圍	三民高中	50	40	20
竹圍	徐匯中學	45	36	18
竹圍	三和國中	45	36	18
竹圍	三重國小	45	36	18
竹圍	迴龍	60	48	24
竹圍	丹鳳	55	44	22
紅樹林	松山機場	50	40	20
紅樹林	中山國中	50	40	20
紅樹林	南京東路	50	40	20
紅樹林	忠孝復興	50	40	20
紅樹林	大安	50	40	20
紅樹林	科技大樓	55	44	22
紅樹林	六張犁	55	44	22
紅樹林	麟光	55	44	22
紅樹林	辛亥	55	44	22
紅樹林	萬芳醫院	60	48	24
紅樹林	萬芳社區	60	48	24
紅樹林	木柵	60	48	24
紅樹林	動物園	60	48	24
紅樹林	大直	55	44	22
紅樹林	劍南路	55	44	22
紅樹林	西湖	60	48	24
紅樹林	港墘	60	48	24
紅樹林	文德	60	48	24
紅樹林	內湖	60	48	24
紅樹林	大湖公園	65	52	26
紅樹林	葫洲	65	52	26
紅樹林	東湖	65	52	26
紅樹林	南港軟體園區	60	48	24
紅樹林	南港展覽館	60	48	24
紅樹林	小碧潭	60	48	24
紅樹林	新店	60	48	24
紅樹林	新店市公所	60	48	24
紅樹林	七張	60	48	24
紅樹林	大坪林	55	44	22
紅樹林	景美	55	44	22
紅樹林	萬隆	55	44	22
紅樹林	公館	55	44	22
紅樹林	台電大樓	50	40	20
紅樹林	古亭	50	40	20
紅樹林	中正紀念堂	50	40	20
紅樹林	小南門	50	40	20
紅樹林	頂溪	55	44	22
紅樹林	永安市場	55	44	22
紅樹林	景安	55	44	22
紅樹林	南勢角	55	44	22
紅樹林	臺大醫院	45	36	18
紅樹林	台北車站	45	36	18
紅樹林	台北車站	45	36	18
紅樹林	中山	45	36	18
紅樹林	雙連	45	36	18
紅樹林	民權西路	45	36	18
紅樹林	圓山	40	32	16
紅樹林	劍潭	40	32	16
紅樹林	士林	35	28	14
紅樹林	芝山	35	28	14
紅樹林	明德	35	28	14
紅樹林	石牌	30	24	12
紅樹林	唭哩岸	30	24	12
紅樹林	奇岩	30	24	12
紅樹林	北投	25	20	10
紅樹林	新北投	30	24	12
紅樹林	復興崗	25	20	10
紅樹林	忠義	20	16	8
紅樹林	關渡	20	16	8
紅樹林	竹圍	20	16	8
紅樹林	紅樹林	20	16	8
紅樹林	淡水	20	16	8
紅樹林	頂埔	65	52	26
紅樹林	永寧	65	52	26
紅樹林	土城	65	52	26
紅樹林	海山	60	48	24
紅樹林	亞東醫院	60	48	24
紅樹林	府中	60	48	24
紅樹林	板橋	55	44	22
紅樹林	新埔	55	44	22
紅樹林	江子翠	55	44	22
紅樹林	龍山寺	50	40	20
紅樹林	西門	50	40	20
紅樹林	善導寺	45	36	18
紅樹林	忠孝新生	50	40	20
紅樹林	忠孝復興	50	40	20
紅樹林	忠孝敦化	50	40	20
紅樹林	國父紀念館	50	40	20
紅樹林	市政府	55	44	22
紅樹林	永春	55	44	22
紅樹林	後山埤	55	44	22
紅樹林	昆陽	55	44	22
紅樹林	南港	60	48	24
紅樹林	南港展覽館	60	48	24
紅樹林	象山	55	44	22
紅樹林	世貿中心	55	44	22
紅樹林	信義安和	55	44	22
紅樹林	大安	50	40	20
紅樹林	大安森林公園	50	40	20
紅樹林	北門	45	36	18
紅樹林	中山	45	36	18
紅樹林	松江南京	45	36	18
紅樹林	南京復興	50	40	20
紅樹林	台北小巨蛋	50	40	20
紅樹林	南京三民	50	40	20
紅樹林	松山	55	44	22
紅樹林	輔大	55	44	22
紅樹林	新莊	55	44	22
紅樹林	頭前庄	55	44	22
紅樹林	先嗇宮	50	40	20
紅樹林	三重	50	40	20
紅樹林	菜寮	50	40	20
紅樹林	台北橋	45	36	18
紅樹林	大橋頭	45	36	18
紅樹林	民權西路	45	36	18
紅樹林	中山國小	45	36	18
紅樹林	行天宮	45	36	18
紅樹林	松江南京	45	36	18
紅樹林	忠孝新生	50	40	20
紅樹林	東門	50	40	20
紅樹林	蘆洲	55	44	22
紅樹林	三民高中	50	40	20
紅樹林	徐匯中學	50	40	20
紅樹林	三和國中	50	40	20
紅樹林	三重國小	45	36	18
紅樹林	迴龍	60	48	24
紅樹林	丹鳳	60	48	24
淡水	松山機場	55	44	22
淡水	中山國中	55	44	22
淡水	南京東路	50	40	20
淡水	忠孝復興	55	44	22
淡水	大安	55	44	22
淡水	科技大樓	55	44	22
淡水	六張犁	55	44	22
淡水	麟光	60	48	24
淡水	辛亥	60	48	24
淡水	萬芳醫院	60	48	24
淡水	萬芳社區	60	48	24
淡水	木柵	65	52	26
淡水	動物園	65	52	26
淡水	大直	60	48	24
淡水	劍南路	60	48	24
淡水	西湖	60	48	24
淡水	港墘	60	48	24
淡水	文德	65	52	26
淡水	內湖	65	52	26
淡水	大湖公園	65	52	26
淡水	葫洲	65	52	26
淡水	東湖	65	52	26
淡水	南港軟體園區	65	52	26
淡水	南港展覽館	65	52	26
淡水	小碧潭	65	52	26
淡水	新店	65	52	26
淡水	新店市公所	60	48	24
淡水	七張	60	48	24
淡水	大坪林	60	48	24
淡水	景美	60	48	24
淡水	萬隆	55	44	22
淡水	公館	55	44	22
淡水	台電大樓	55	44	22
淡水	古亭	55	44	22
淡水	中正紀念堂	50	40	20
淡水	小南門	55	44	22
淡水	頂溪	55	44	22
淡水	永安市場	55	44	22
淡水	景安	60	48	24
淡水	南勢角	60	48	24
淡水	臺大醫院	50	40	20
淡水	台北車站	50	40	20
淡水	台北車站	50	40	20
淡水	中山	50	40	20
淡水	雙連	45	36	18
淡水	民權西路	45	36	18
淡水	圓山	45	36	18
淡水	劍潭	40	32	16
淡水	士林	40	32	16
淡水	芝山	40	32	16
淡水	明德	35	28	14
淡水	石牌	35	28	14
淡水	唭哩岸	35	28	14
淡水	奇岩	30	24	12
淡水	北投	30	24	12
淡水	新北投	35	28	14
淡水	復興崗	30	24	12
淡水	忠義	25	20	10
淡水	關渡	25	20	10
淡水	竹圍	20	16	8
淡水	紅樹林	20	16	8
淡水	淡水	20	16	8
淡水	頂埔	65	52	26
淡水	永寧	65	52	26
淡水	土城	65	52	26
淡水	海山	65	52	26
淡水	亞東醫院	60	48	24
淡水	府中	60	48	24
淡水	板橋	60	48	24
淡水	新埔	60	48	24
淡水	江子翠	55	44	22
淡水	龍山寺	55	44	22
淡水	西門	50	40	20
淡水	善導寺	50	40	20
淡水	忠孝新生	50	40	20
淡水	忠孝復興	55	44	22
淡水	忠孝敦化	55	44	22
淡水	國父紀念館	55	44	22
淡水	市政府	55	44	22
淡水	永春	55	44	22
淡水	後山埤	60	48	24
淡水	昆陽	60	48	24
淡水	南港	60	48	24
淡水	南港展覽館	65	52	26
淡水	象山	60	48	24
淡水	世貿中心	55	44	22
淡水	信義安和	55	44	22
淡水	大安	55	44	22
淡水	大安森林公園	55	44	22
淡水	北門	50	40	20
淡水	中山	50	40	20
淡水	松江南京	50	40	20
淡水	南京復興	50	40	20
淡水	台北小巨蛋	55	44	22
淡水	南京三民	55	44	22
淡水	松山	55	44	22
淡水	輔大	60	48	24
淡水	新莊	60	48	24
淡水	頭前庄	55	44	22
淡水	先嗇宮	55	44	22
淡水	三重	50	40	20
淡水	菜寮	50	40	20
淡水	台北橋	50	40	20
淡水	大橋頭	45	36	18
淡水	民權西路	45	36	18
淡水	中山國小	45	36	18
淡水	行天宮	50	40	20
淡水	松江南京	50	40	20
淡水	忠孝新生	50	40	20
淡水	東門	55	44	22
淡水	蘆洲	55	44	22
淡水	三民高中	55	44	22
淡水	徐匯中學	55	44	22
淡水	三和國中	50	40	20
淡水	三重國小	50	40	20
淡水	迴龍	65	52	26
淡水	丹鳳	60	48	24
頂埔	松山機場	50	36	18
頂埔	中山國中	45	36	18
頂埔	南京東路	45	32	16
頂埔	忠孝復興	45	32	16
頂埔	大安	45	36	18
頂埔	科技大樓	45	36	18
頂埔	六張犁	50	36	18
頂埔	麟光	50	36	18
頂埔	辛亥	55	40	20
頂埔	萬芳醫院	55	40	20
頂埔	萬芳社區	55	44	22
頂埔	木柵	55	44	22
頂埔	動物園	55	44	22
頂埔	大直	55	40	20
頂埔	劍南路	55	44	22
頂埔	西湖	55	44	22
頂埔	港墘	60	44	22
頂埔	文德	60	44	22
頂埔	內湖	60	48	24
頂埔	大湖公園	60	48	24
頂埔	葫洲	60	48	24
頂埔	東湖	60	44	22
頂埔	南港軟體園區	60	44	22
頂埔	南港展覽館	55	44	22
頂埔	小碧潭	55	44	22
頂埔	新店	55	44	22
頂埔	新店市公所	55	40	20
頂埔	七張	55	40	20
頂埔	大坪林	50	40	20
頂埔	景美	50	36	18
頂埔	萬隆	50	36	18
頂埔	公館	45	32	16
頂埔	台電大樓	45	32	16
頂埔	古亭	45	32	16
頂埔	中正紀念堂	40	32	16
頂埔	小南門	40	28	14
頂埔	頂溪	45	36	18
頂埔	永安市場	50	36	18
頂埔	景安	50	36	18
頂埔	南勢角	50	40	20
頂埔	臺大醫院	40	32	16
頂埔	台北車站	40	28	14
頂埔	台北車站	40	28	14
頂埔	中山	40	32	16
頂埔	雙連	45	32	16
頂埔	民權西路	45	32	16
頂埔	圓山	45	32	16
頂埔	劍潭	50	36	18
頂埔	士林	50	36	18
頂埔	芝山	50	40	20
頂埔	明德	55	40	20
頂埔	石牌	55	40	20
頂埔	唭哩岸	55	44	22
頂埔	奇岩	55	44	22
頂埔	北投	55	44	22
頂埔	新北投	60	44	22
頂埔	復興崗	60	44	22
頂埔	忠義	60	48	24
頂埔	關渡	60	48	24
頂埔	竹圍	65	48	24
頂埔	紅樹林	65	52	26
頂埔	淡水	65	52	26
頂埔	頂埔	20	0	0
頂埔	永寧	20	0	0
頂埔	土城	20	16	8
頂埔	海山	20	16	8
頂埔	亞東醫院	25	16	8
頂埔	府中	25	20	10
頂埔	板橋	30	20	10
頂埔	新埔	30	20	10
頂埔	江子翠	30	24	12
頂埔	龍山寺	35	28	14
頂埔	西門	40	28	14
頂埔	善導寺	40	32	16
頂埔	忠孝新生	45	32	16
頂埔	忠孝復興	45	32	16
頂埔	忠孝敦化	45	36	18
頂埔	國父紀念館	50	36	18
頂埔	市政府	50	36	18
頂埔	永春	50	40	20
頂埔	後山埤	50	40	20
頂埔	昆陽	55	40	20
頂埔	南港	55	44	22
頂埔	南港展覽館	55	44	22
頂埔	象山	50	40	20
頂埔	世貿中心	50	36	18
頂埔	信義安和	50	36	18
頂埔	大安	45	36	18
頂埔	大安森林公園	45	32	16
頂埔	北門	40	28	14
頂埔	中山	40	32	16
頂埔	松江南京	45	32	16
頂埔	南京復興	45	32	16
頂埔	台北小巨蛋	45	36	18
頂埔	南京三民	50	36	18
頂埔	松山	50	40	20
頂埔	輔大	60	44	22
頂埔	新莊	55	44	22
頂埔	頭前庄	55	40	20
頂埔	先嗇宮	55	40	20
頂埔	三重	50	36	18
頂埔	菜寮	50	36	18
頂埔	台北橋	45	36	18
頂埔	大橋頭	45	32	16
頂埔	民權西路	45	32	16
頂埔	中山國小	45	32	16
頂埔	行天宮	45	32	16
頂埔	松江南京	45	32	16
頂埔	忠孝新生	45	32	16
頂埔	東門	45	32	16
頂埔	蘆洲	55	40	20
頂埔	三民高中	55	40	20
頂埔	徐匯中學	50	40	20
頂埔	三和國中	50	36	18
頂埔	三重國小	50	36	18
頂埔	迴龍	60	48	24
頂埔	丹鳳	60	44	22
永寧	松山機場	45	36	18
永寧	中山國中	45	36	18
永寧	南京東路	40	32	16
永寧	忠孝復興	40	32	16
永寧	大安	45	36	18
永寧	科技大樓	45	36	18
永寧	六張犁	45	36	18
永寧	麟光	45	36	18
永寧	辛亥	50	40	20
永寧	萬芳醫院	50	40	20
永寧	萬芳社區	55	44	22
永寧	木柵	55	44	22
永寧	動物園	55	44	22
永寧	大直	50	40	20
永寧	劍南路	55	44	22
永寧	西湖	55	44	22
永寧	港墘	55	44	22
永寧	文德	55	44	22
永寧	內湖	60	48	24
永寧	大湖公園	60	48	24
永寧	葫洲	60	48	24
永寧	東湖	55	44	22
永寧	南港軟體園區	55	44	22
永寧	南港展覽館	55	44	22
永寧	小碧潭	55	44	22
永寧	新店	55	44	22
永寧	新店市公所	50	40	20
永寧	七張	50	40	20
永寧	大坪林	50	40	20
永寧	景美	45	36	18
永寧	萬隆	45	36	18
永寧	公館	40	32	16
永寧	台電大樓	40	32	16
永寧	古亭	40	32	16
永寧	中正紀念堂	40	32	16
永寧	小南門	35	28	14
永寧	頂溪	45	36	18
永寧	永安市場	45	36	18
永寧	景安	45	36	18
永寧	南勢角	50	40	20
永寧	臺大醫院	40	32	16
永寧	台北車站	35	28	14
永寧	台北車站	35	28	14
永寧	中山	40	32	16
永寧	雙連	40	32	16
永寧	民權西路	40	32	16
永寧	圓山	40	32	16
永寧	劍潭	45	36	18
永寧	士林	45	36	18
永寧	芝山	50	40	20
永寧	明德	50	40	20
永寧	石牌	50	40	20
永寧	唭哩岸	55	44	22
永寧	奇岩	55	44	22
永寧	北投	55	44	22
永寧	新北投	55	44	22
永寧	復興崗	55	44	22
永寧	忠義	60	48	24
永寧	關渡	60	48	24
永寧	竹圍	60	48	24
永寧	紅樹林	65	52	26
永寧	淡水	65	52	26
永寧	頂埔	20	0	0
永寧	永寧	20	16	8
永寧	土城	20	16	8
永寧	海山	20	16	8
永寧	亞東醫院	20	16	8
永寧	府中	25	20	10
永寧	板橋	25	20	10
永寧	新埔	25	20	10
永寧	江子翠	30	24	12
永寧	龍山寺	35	28	14
永寧	西門	35	28	14
永寧	善導寺	40	32	16
永寧	忠孝新生	40	32	16
永寧	忠孝復興	40	32	16
永寧	忠孝敦化	45	36	18
永寧	國父紀念館	45	36	18
永寧	市政府	45	36	18
永寧	永春	50	40	20
永寧	後山埤	50	40	20
永寧	昆陽	50	40	20
永寧	南港	55	44	22
永寧	南港展覽館	55	44	22
永寧	象山	50	40	20
永寧	世貿中心	45	36	18
永寧	信義安和	45	36	18
永寧	大安	45	36	18
永寧	大安森林公園	40	32	16
永寧	北門	35	28	14
永寧	中山	40	32	16
永寧	松江南京	40	32	16
永寧	南京復興	40	32	16
永寧	台北小巨蛋	45	36	18
永寧	南京三民	45	36	18
永寧	松山	50	40	20
永寧	輔大	55	44	22
永寧	新莊	55	44	22
永寧	頭前庄	50	40	20
永寧	先嗇宮	50	40	20
永寧	三重	45	36	18
永寧	菜寮	45	36	18
永寧	台北橋	45	36	18
永寧	大橋頭	40	32	16
永寧	民權西路	40	32	16
永寧	中山國小	40	32	16
永寧	行天宮	40	32	16
永寧	松江南京	40	32	16
永寧	忠孝新生	40	32	16
永寧	東門	40	32	16
永寧	蘆洲	50	40	20
永寧	三民高中	50	40	20
永寧	徐匯中學	50	40	20
永寧	三和國中	45	36	18
永寧	三重國小	45	36	18
永寧	迴龍	60	48	24
永寧	丹鳳	55	44	22
土城	松山機場	45	36	18
土城	中山國中	40	32	16
土城	南京東路	40	32	16
土城	忠孝復興	40	32	16
土城	大安	40	32	16
土城	科技大樓	40	32	16
土城	六張犁	45	36	18
土城	麟光	45	36	18
土城	辛亥	50	40	20
土城	萬芳醫院	50	40	20
土城	萬芳社區	50	40	20
土城	木柵	50	40	20
土城	動物園	55	44	22
土城	大直	50	40	20
土城	劍南路	50	40	20
土城	西湖	55	44	22
土城	港墘	55	44	22
土城	文德	55	44	22
土城	內湖	55	44	22
土城	大湖公園	60	48	24
土城	葫洲	55	44	22
土城	東湖	55	44	22
土城	南港軟體園區	55	44	22
土城	南港展覽館	55	44	22
土城	小碧潭	50	40	20
土城	新店	50	40	20
土城	新店市公所	50	40	20
土城	七張	50	40	20
土城	大坪林	45	36	18
土城	景美	45	36	18
土城	萬隆	45	36	18
土城	公館	40	32	16
土城	台電大樓	40	32	16
土城	古亭	40	32	16
土城	中正紀念堂	35	28	14
土城	小南門	35	28	14
土城	頂溪	40	32	16
土城	永安市場	45	36	18
土城	景安	45	36	18
土城	南勢角	45	36	18
土城	臺大醫院	35	28	14
土城	台北車站	35	28	14
土城	台北車站	35	28	14
土城	中山	35	28	14
土城	雙連	40	32	16
土城	民權西路	40	32	16
土城	圓山	40	32	16
土城	劍潭	45	36	18
土城	士林	45	36	18
土城	芝山	45	36	18
土城	明德	50	40	20
土城	石牌	50	40	20
土城	唭哩岸	50	40	20
土城	奇岩	50	40	20
土城	北投	55	44	22
土城	新北投	55	44	22
土城	復興崗	55	44	22
土城	忠義	55	44	22
土城	關渡	60	48	24
土城	竹圍	60	48	24
土城	紅樹林	65	52	26
土城	淡水	65	52	26
土城	頂埔	20	16	8
土城	永寧	20	16	8
土城	土城	20	16	8
土城	海山	20	16	8
土城	亞東醫院	20	16	8
土城	府中	20	16	8
土城	板橋	25	20	10
土城	新埔	25	20	10
土城	江子翠	25	20	10
土城	龍山寺	30	24	12
土城	西門	35	28	14
土城	善導寺	35	28	14
土城	忠孝新生	40	32	16
土城	忠孝復興	40	32	16
土城	忠孝敦化	40	32	16
土城	國父紀念館	45	36	18
土城	市政府	45	36	18
土城	永春	45	36	18
土城	後山埤	45	36	18
土城	昆陽	50	40	20
土城	南港	50	40	20
土城	南港展覽館	55	44	22
土城	象山	45	36	18
土城	世貿中心	45	36	18
土城	信義安和	45	36	18
土城	大安	40	32	16
土城	大安森林公園	40	32	16
土城	北門	35	28	14
土城	中山	35	28	14
土城	松江南京	40	32	16
土城	南京復興	40	32	16
土城	台北小巨蛋	40	32	16
土城	南京三民	45	36	18
土城	松山	45	36	18
土城	輔大	55	44	22
土城	新莊	50	40	20
土城	頭前庄	50	40	20
土城	先嗇宮	50	40	20
土城	三重	45	36	18
土城	菜寮	45	36	18
土城	台北橋	40	32	16
土城	大橋頭	40	32	16
土城	民權西路	40	32	16
土城	中山國小	40	32	16
土城	行天宮	40	32	16
土城	松江南京	40	32	16
土城	忠孝新生	40	32	16
土城	東門	40	32	16
土城	蘆洲	50	40	20
土城	三民高中	50	40	20
土城	徐匯中學	45	36	18
土城	三和國中	45	36	18
土城	三重國小	45	36	18
土城	迴龍	60	48	24
土城	丹鳳	55	44	22
海山	松山機場	40	32	16
海山	中山國中	40	32	16
海山	南京東路	40	32	16
